Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Developer
Skate;X360;2007.0;Sports;Electronic Arts;0.62;0.03;0.0;0.06;0.71;86.0;59.0;8.4;137.0;EA Black Box
XCOM: Enemy Unknown;PC;2012.0;Strategy;Take-Two Interactive;0.27;0.36;0.0;0.08;0.71;89.0;57.0;8.2;2235.0;Firaxis Games
Ben 10: Protector of Earth;PSP;2007.0;Action;D3Publisher;0.23;0.3;0.0;0.18;0.71;60.0;4.0;7.2;23.0;High Voltage Software
Virtua Fighter 4: Evolution;PS2;2003.0;Fighting;Sega;0.35;0.27;0.0;0.09;0.71;93.0;30.0;9.0;48.0;Sega
Crysis;PC;2007.0;Shooter;Electronic Arts;0.0;0.69;0.0;0.02;0.71;91.0;56.0;8.0;1970.0;Crytek
Resident Evil: Survivor;PS;2000.0;Action;Eidos Interactive;0.23;0.15;0.29;0.05;0.71;39.0;10.0;7.0;47.0;Capcom
The Sims 2: Castaway;DS;2007.0;Simulation;Electronic Arts;0.62;0.04;0.0;0.06;0.71;66.0;8.0;4.0;5.0;Full Fat
Godzilla: Destroy All Monsters Melee;GC;2002.0;Fighting;Atari;0.55;0.14;0.0;0.02;0.71;73.0;30.0;7.8;23.0;Pipeworks Software, Inc.
Silent Hill 3;PS2;2003.0;Action;Konami Digital Entertainment;0.35;0.27;0.0;0.09;0.71;85.0;41.0;8.8;315.0;KCET
Spyro: Enter the Dragonfly;GC;2002.0;Platform;Universal Interactive;0.55;0.14;0.0;0.02;0.71;48.0;13.0;5.1;24.0;Equinoxe
Power Rangers: Dino Thunder;PS2;2004.0;Action;THQ;0.35;0.27;0.0;0.09;0.71;49.0;6.0;6.2;5.0;Pacific Coast Power & Light
Madden NFL 08;PSP;2007.0;Sports;Electronic Arts;0.6;0.04;0.0;0.07;0.71;75.0;10.0;6.8;8.0;EA Tiburon
Madden NFL 09;PSP;2008.0;Sports;Electronic Arts;0.65;0.0;0.0;0.06;0.71;68.0;8.0;6.5;4.0;EA Tiburon
NBA Live 09;X360;2008.0;Sports;Electronic Arts;0.5;0.14;0.0;0.07;0.71;77.0;32.0;7.4;14.0;EA Canada
Dragon Ball: Xenoverse 2;PS4;2016.0;Action;Namco Bandai Games;0.24;0.27;0.09;0.1;0.71;73.0;54.0;7.8;117.0;Dimps Corporation
Dynasty Warriors 6;PS3;2007.0;Action;Tecmo Koei;0.18;0.07;0.41;0.04;0.71;59.0;31.0;7.3;49.0;Koei, Omega Force
NCAA Football 09;X360;2008.0;Sports;Electronic Arts;0.65;0.0;0.0;0.05;0.71;83.0;24.0;7.7;26.0;EA Tiburon
Doom 3: Resurrection of Evil;XB;2005.0;Shooter;Activision;0.53;0.15;0.0;0.03;0.71;77.0;41.0;7.9;16.0;id Software, Nerve Software
SSX;X360;2012.0;Sports;Electronic Arts;0.38;0.26;0.0;0.06;0.7;82.0;65.0;6.4;186.0;EA Canada
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors;Wii;2007.0;Role-Playing;Square Enix;0.18;0.01;0.5;0.02;0.7;65.0;43.0;5.9;21.0;Eighting, Genius Sonority Inc.
Two Worlds;X360;2007.0;Role-Playing;SouthPeak Games;0.41;0.22;0.0;0.07;0.7;50.0;44.0;5.5;182.0;Reality Pump
Tony Hawk's Underground;GC;2003.0;Sports;Activision;0.54;0.14;0.0;0.02;0.7;89.0;19.0;8.5;24.0;Neversoft Entertainment
Spider-Man 2;PSP;2005.0;Action;Activision;0.35;0.21;0.0;0.14;0.7;67.0;43.0;6.9;8.0;Vicarious Visions
NCAA Football 08;X360;2007.0;Sports;Electronic Arts;0.65;0.0;0.0;0.05;0.7;81.0;30.0;7.8;44.0;EA Sports
Skylanders: Trap Team;WiiU;2014.0;Action;Activision;0.38;0.26;0.0;0.06;0.7;86.0;4.0;7.1;18.0;Toys for Bob
Star Wars: Obi-Wan;XB;2001.0;Action;Activision;0.52;0.16;0.0;0.02;0.7;58.0;28.0;5.9;14.0;LucasArts
Ace Attorney Investigations: Miles Edgeworth;DS;2009.0;Adventure;Capcom;0.23;0.14;0.3;0.04;0.7;78.0;51.0;8.4;79.0;Capcom
Kill.Switch;PS2;2003.0;Shooter;Sony Computer Entertainment;0.34;0.27;0.0;0.09;0.7;73.0;33.0;8.3;19.0;Namco
Catherine;PS3;2011.0;Adventure;Deep Silver;0.3;0.14;0.2;0.06;0.7;79.0;61.0;8.1;372.0;Atlus
SplashDown;PS2;2001.0;Racing;Atari;0.34;0.27;0.0;0.09;0.7;84.0;22.0;8.2;11.0;Rainbow Studios
Jade Empire;XB;2005.0;Role-Playing;Microsoft Game Studios;0.48;0.19;0.0;0.03;0.7;89.0;84.0;8.6;113.0;BioWare
Infinite Undiscovery;X360;2008.0;Role-Playing;Square Enix;0.34;0.18;0.12;0.06;0.7;68.0;60.0;7.0;158.0;Tri-Ace
Lego Star Wars: The Force Awakens;PS4;2016.0;Action;Warner Bros. Interactive Entertainment;0.16;0.43;0.01;0.11;0.7;78.0;61.0;7.5;91.0;TT Games
NHL 12;X360;2011.0;Sports;Electronic Arts;0.55;0.1;0.0;0.05;0.7;86.0;56.0;7.0;72.0;Electronic Arts
Advance Wars;GBA;2001.0;Strategy;Nintendo;0.5;0.19;0.0;0.01;0.7;92.0;28.0;9.0;95.0;Intelligent Systems
NASCAR 2001;PS2;2000.0;Racing;Electronic Arts;0.34;0.27;0.0;0.09;0.7;66.0;16.0;6.6;9.0;EA Sports
Mafia;PS2;2004.0;Action;Illusion Softworks;0.34;0.27;0.0;0.09;0.7;65.0;30.0;7.6;62.0;Illusion Softworks
Ape Escape: On the Loose;PSP;2005.0;Platform;Sony Computer Entertainment;0.52;0.0;0.12;0.05;0.7;66.0;35.0;6.4;16.0;SCEA, Sims
Mobile Suit Gundam: Journey to Jaburo;PS2;2000.0;Simulation;Namco Bandai Games;0.16;0.13;0.36;0.04;0.7;58.0;16.0;8.1;49.0;Bandai
MLB 08: The Show;PS3;2008.0;Sports;Sony Computer Entertainment;0.64;0.0;0.0;0.05;0.7;85.0;33.0;8.7;76.0;SCEA San Diego Studios
TimeSplitters 2;PS2;2002.0;Shooter;Eidos Interactive;0.34;0.27;0.0;0.09;0.7;90.0;33.0;8.8;127.0;Free Radical Design
Omerta: City of Gangsters;X360;2011.0;Simulation;Konami Digital Entertainment;0.42;0.22;0.0;0.06;0.7;43.0;18.0;3.3;25.0;Kalypso
Driver: San Francisco;X360;2011.0;Racing;Ubisoft;0.25;0.37;0.0;0.07;0.7;80.0;63.0;7.6;130.0;Ubisoft Reflections
Classic NES Series: Zelda II: The Adventure of Link;GBA;2004.0;Adventure;Nintendo;0.37;0.14;0.17;0.01;0.7;73.0;8.0;7.5;39.0;Nintendo
James Bond 007: Blood Stone;PS3;2010.0;Shooter;Activision;0.18;0.36;0.02;0.13;0.7;65.0;49.0;7.4;45.0;Bizarre Creations
Metal Gear Solid: Portable Ops Plus;PSP;2007.0;Action;Konami Digital Entertainment;0.26;0.0;0.26;0.17;0.69;65.0;19.0;7.5;27.0;Kojima Productions
LEGO Rock Band;Wii;2009.0;Misc;Warner Bros. Interactive Entertainment;0.41;0.22;0.0;0.06;0.69;70.0;15.0;6.8;6.0;TT Fusion
Halo 2 Multiplayer Map Pack;XB;2005.0;Shooter;Microsoft Game Studios;0.54;0.13;0.0;0.02;0.69;89.0;37.0;7.4;34.0;Bungie Software
Mortal Kombat: Shaolin Monks;PS2;2005.0;Action;Midway Games;0.58;0.02;0.0;0.09;0.69;77.0;41.0;8.6;74.0;Midway Studios - Los Angeles
MotionSports;X360;2010.0;Sports;Ubisoft;0.38;0.25;0.0;0.06;0.69;40.0;30.0;4.4;9.0;Ubisoft Milan
MX vs. ATV Unleashed: On the Edge;PSP;2006.0;Racing;THQ;0.64;0.0;0.0;0.05;0.69;68.0;22.0;8.1;7.0;Rainbow Studios
Mario Pinball Land;GBA;2004.0;Misc;Nintendo;0.5;0.18;0.0;0.01;0.69;62.0;35.0;4.9;11.0;Fuse Games Limited
Dragon Ball Z: Budokai;GC;2003.0;Fighting;Atari;0.53;0.14;0.0;0.02;0.69;65.0;16.0;6.3;15.0;Pyramid
Plants vs. Zombies: Garden Warfare;XOne;2014.0;Shooter;Electronic Arts;0.39;0.23;0.0;0.06;0.69;76.0;65.0;7.4;438.0;PopCap
Need for Speed Rivals;XOne;2013.0;Racing;Electronic Arts;0.46;0.17;0.0;0.07;0.69;75.0;18.0;5.8;175.0;Ghost Games
The Sims 2: Apartment Pets;DS;2008.0;Simulation;Electronic Arts;0.31;0.3;0.0;0.07;0.69;50.0;12.0;3.3;4.0;Full Fat
Harry Potter and the Chamber of Secrets;GC;2002.0;Action;Electronic Arts;0.53;0.14;0.0;0.02;0.69;77.0;14.0;8.3;27.0;Eurocom Entertainment Software
Prince of Persia: The Forgotten Sands;PS3;2010.0;Action;Ubisoft;0.19;0.36;0.01;0.12;0.69;75.0;49.0;7.6;120.0;Ubisoft Montreal
The Lord of the Rings: The Return of the King;GC;2003.0;Action;Electronic Arts;0.53;0.14;0.0;0.02;0.69;84.0;23.0;8.5;21.0;Hypnos Entertainment
The Sims: Medieval;PC;2011.0;Simulation;Electronic Arts;0.28;0.32;0.0;0.09;0.69;77.0;56.0;6.1;173.0;The Sims Studio
Top Spin 4;PS3;2011.0;Sports;Take-Two Interactive;0.17;0.39;0.0;0.13;0.69;82.0;37.0;7.7;55.0;2K Czech
Baldur's Gate: Dark Alliance II;PS2;2004.0;Role-Playing;Interplay;0.34;0.26;0.0;0.09;0.68;78.0;44.0;8.7;54.0;Black Isle Studios
Shark Tale;GBA;2004.0;Action;Activision;0.49;0.18;0.0;0.01;0.68;63.0;8.0;9.0;4.0;Vicarious Visions
IL-2 Sturmovik: Birds of Prey;PS3;2009.0;Simulation;505 Games;0.34;0.25;0.0;0.1;0.68;81.0;28.0;7.3;20.0;Gaijin Entertainment
NBA Street Vol. 2;XB;2003.0;Sports;Electronic Arts;0.62;0.04;0.0;0.02;0.68;89.0;22.0;8.8;24.0;Electronic Arts
MX vs. ATV Untamed;X360;2007.0;Racing;THQ;0.55;0.08;0.0;0.06;0.68;70.0;43.0;7.1;17.0;Rainbow Studios
The Last Remnant;X360;2008.0;Role-Playing;Square Enix;0.25;0.2;0.18;0.06;0.68;66.0;49.0;6.9;122.0;Square Enix
NCAA Football 2005;XB;2004.0;Sports;Electronic Arts;0.63;0.02;0.0;0.03;0.68;89.0;29.0;8.0;12.0;EA Sports
The Sly Collection;PS3;2010.0;Platform;Sony Computer Entertainment;0.52;0.08;0.01;0.08;0.68;85.0;46.0;8.8;172.0;Sanzaru Games
Naruto: Clash of Ninja;GC;2003.0;Fighting;Tomy Corporation;0.53;0.14;0.0;0.02;0.68;72.0;21.0;8.1;20.0;Tomy Corporation
Sniper Elite 3;PS4;2014.0;Shooter;505 Games;0.24;0.34;0.0;0.11;0.68;67.0;41.0;7.1;178.0;Rebellion
Prince of Persia: The Two Thrones;PS2;2005.0;Action;Ubisoft;0.57;0.02;0.0;0.09;0.68;85.0;46.0;8.5;111.0;Ubisoft Montreal
Hot Shots Golf: Open Tee 2;PSP;2007.0;Sports;Sony Computer Entertainment;0.21;0.11;0.28;0.08;0.68;82.0;42.0;8.6;12.0;Clap Hanz
Suikoden II;PS;1998.0;Role-Playing;Konami Digital Entertainment;0.15;0.1;0.38;0.04;0.68;82.0;8.0;8.4;162.0;Konami
Iron Man;PS3;2008.0;Action;Sega;0.32;0.25;0.0;0.11;0.68;42.0;27.0;6.2;45.0;Secret Level
FIFA Soccer 06;XB;2005.0;Sports;Electronic Arts;0.29;0.38;0.0;0.01;0.68;80.0;39.0;7.5;22.0;EA Canada
Fight Night 2004;XB;2004.0;Fighting;Electronic Arts;0.51;0.15;0.0;0.02;0.68;85.0;47.0;8.7;20.0;EA Sports
.hack//Mutation Part 2;PS2;2002.0;Role-Playing;Atari;0.23;0.18;0.2;0.06;0.68;76.0;24.0;8.9;81.0;CyberConnect2
Wolfenstein: The New Order;XOne;2014.0;Shooter;Bethesda Softworks;0.34;0.28;0.0;0.06;0.68;79.0;18.0;7.8;397.0;MachineGames
Cars: Mater-National Championship;DS;2007.0;Racing;THQ;0.63;0.0;0.0;0.05;0.68;69.0;7.0;6.8;5.0;Rainbow Studios
Kirby's Dream Collection: Special Edition;Wii;2012.0;Action;Nintendo;0.33;0.0;0.33;0.02;0.67;82.0;6.0;8.8;37.0;HAL Labs
Return to Castle Wolfenstein: Tides of War;XB;2003.0;Shooter;Activision;0.49;0.16;0.0;0.02;0.67;84.0;38.0;8.8;33.0;Nerve Software
RIFT;PC;2011.0;Role-Playing;Unknown;0.44;0.16;0.0;0.07;0.67;84.0;59.0;7.3;561.0;Trion Worlds
Spider-Man 3;PS3;2007.0;Platform;Activision;0.26;0.29;0.02;0.11;0.67;60.0;33.0;7.0;40.0;Treyarch
Mass Effect;PC;2008.0;Role-Playing;Electronic Arts;0.0;0.59;0.0;0.08;0.67;89.0;45.0;8.6;2386.0;BioWare, Demiurge Studios
The Evil Within;XOne;2014.0;Action;Bethesda Softworks;0.35;0.25;0.0;0.06;0.67;79.0;24.0;7.3;430.0;Tango Gameworks
Armored Core 3;PS2;2002.0;Simulation;Metro 3D;0.22;0.17;0.23;0.06;0.67;74.0;23.0;9.0;33.0;From Software
Star Wars: Republic Commando;XB;2005.0;Shooter;Activision;0.48;0.17;0.0;0.02;0.67;78.0;54.0;8.9;89.0;LucasArts
The LEGO Movie Videogame;PS4;2014.0;Action;Warner Bros. Interactive Entertainment;0.24;0.31;0.01;0.11;0.67;71.0;31.0;7.1;98.0;TT Games
Turok;PS3;2008.0;Action;Touchstone;0.35;0.21;0.01;0.1;0.67;67.0;38.0;6.0;39.0;Propaganda Games
Terraria;X360;2013.0;Action;505 Games;0.35;0.27;0.0;0.06;0.67;81.0;39.0;7.2;139.0;Engine Software
Red Steel;Wii;2006.0;Shooter;Ubisoft;0.54;0.03;0.04;0.05;0.67;63.0;54.0;6.8;121.0;Ubisoft Paris
Unreal Tournament III;PS3;2007.0;Shooter;Midway Games;0.33;0.23;0.0;0.1;0.67;86.0;42.0;7.7;127.0;Epic Games
Fossil Fighters: Champions;DS;2010.0;Role-Playing;Nintendo;0.31;0.0;0.34;0.02;0.67;68.0;8.0;7.1;11.0;RED Entertainment, Artdink
The Sims 3;DS;2010.0;Simulation;Electronic Arts;0.38;0.22;0.0;0.06;0.67;73.0;9.0;6.4;20.0;Exient Entertainment
NFL Street;XB;2004.0;Sports;Electronic Arts;0.49;0.15;0.0;0.02;0.66;81.0;38.0;8.8;9.0;EA Tiburon
Final Fantasy Crystal Chronicles: Ring of Fates;DS;2007.0;Role-Playing;Square Enix;0.22;0.01;0.42;0.02;0.66;77.0;41.0;7.2;25.0;Square Enix
Bakugan: Battle Brawlers;Wii;2009.0;Action;Activision;0.59;0.03;0.0;0.05;0.66;62.0;12.0;7.2;11.0;Now Production
Blazing Angels: Squadrons of WWII;PS3;2006.0;Simulation;Ubisoft;0.35;0.22;0.0;0.1;0.66;67.0;26.0;6.9;9.0;Ubisoft
WWE SmackDown vs. RAW 2007;PSP;2006.0;Fighting;THQ;0.33;0.2;0.0;0.14;0.66;78.0;13.0;8.1;21.0;Yuke's
F1 2015;PS4;2015.0;Racing;Codemasters;0.09;0.45;0.03;0.1;0.66;65.0;46.0;6.3;43.0;Codemasters
Tony Hawk's Proving Ground;PS2;2007.0;Sports;Activision;0.55;0.02;0.0;0.09;0.66;65.0;6.0;6.6;17.0;Page 44 Studios
The Darkness;PS3;2007.0;Shooter;Take-Two Interactive;0.2;0.33;0.0;0.13;0.66;80.0;35.0;7.7;107.0;Starbreeze
MLB 2004;PS2;2003.0;Sports;Sony Computer Entertainment;0.32;0.25;0.0;0.08;0.66;61.0;21.0;7.9;9.0;989 Sports
Darkstone;PS;2001.0;Role-Playing;Electronic Arts;0.37;0.25;0.0;0.04;0.66;58.0;10.0;8.3;12.0;Delphine Software International
NCAA March Madness 2003;PS2;2002.0;Sports;Electronic Arts;0.32;0.25;0.0;0.08;0.66;74.0;13.0;8.0;27.0;NuFX
Thrillville;PS2;2006.0;Strategy;Atari;0.55;0.02;0.0;0.09;0.66;69.0;32.0;2.9;52.0;Frontier Developments
Castlevania: Lords of Shadow;X360;2010.0;Action;Konami Digital Entertainment;0.42;0.17;0.01;0.05;0.66;83.0;70.0;7.8;237.0;Mercury Steam
NHL 10;X360;2009.0;Sports;Electronic Arts;0.51;0.1;0.0;0.06;0.66;88.0;52.0;8.4;71.0;EA Canada
Street Fighter Anniversary Collection;PS2;2004.0;Fighting;Capcom;0.32;0.25;0.0;0.08;0.66;78.0;30.0;8.7;20.0;Capcom
NHL 13;X360;2012.0;Sports;Electronic Arts;0.51;0.1;0.0;0.05;0.66;83.0;44.0;6.6;86.0;Electronic Arts
Napoleon: Total War;PC;2010.0;Strategy;Sega;0.02;0.53;0.0;0.12;0.66;81.0;56.0;7.9;515.0;Creative Assembly
Rayman Legends;WiiU;2013.0;Platform;Ubisoft;0.25;0.33;0.03;0.05;0.66;92.0;35.0;8.7;465.0;Ubisoft Montpellier
The Sims: Bustin' Out;GC;2003.0;Simulation;Electronic Arts;0.43;0.2;0.0;0.03;0.66;81.0;30.0;9.0;15.0;Maxis
BioShock Infinite;PC;2013.0;Shooter;Take-Two Interactive;0.29;0.3;0.0;0.07;0.66;94.0;68.0;8.5;7322.0;Irrational Games
Ratatouille;PSP;2007.0;Action;THQ;0.22;0.27;0.0;0.16;0.66;64.0;7.0;7.1;7.0;Locomotive Games
Lollipop Chainsaw;PS3;2012.0;Action;Warner Bros. Interactive Entertainment;0.27;0.2;0.11;0.08;0.66;67.0;37.0;7.1;199.0;Grasshopper Manufacture
Tom Clancy's EndWar;PS3;2008.0;Strategy;Ubisoft;0.33;0.22;0.01;0.1;0.66;76.0;33.0;6.6;42.0;Ubisoft Shanghai
Shrek: Hassle at the Castle;GBA;2002.0;Action;TDK Mediactive;0.47;0.17;0.0;0.01;0.66;71.0;7.0;7.4;5.0;TOSE
Suikoden IV;PS2;2004.0;Role-Playing;Konami Digital Entertainment;0.17;0.13;0.3;0.05;0.66;63.0;44.0;7.3;47.0;KCET
Gods Eater Burst;PSP;2010.0;Action;Namco Bandai Games;0.03;0.0;0.62;0.0;0.66;71.0;30.0;7.9;35.0;Shift, Bandai Namco Games
Fist of the North Star: Ken's Rage;PS3;2010.0;Action;Ubisoft Annecy;0.06;0.03;0.55;0.01;0.66;60.0;30.0;6.9;29.0;Koei, Omega Force
One Piece: Pirate Warriors 2;PS3;2013.0;Action;Namco Bandai Games;0.0;0.19;0.42;0.05;0.66;71.0;35.0;7.8;61.0;Omega Force
Brothers In Arms: Road to Hill 30;XB;2005.0;Shooter;Ubisoft;0.49;0.14;0.0;0.02;0.66;88.0;64.0;8.0;69.0;Gearbox Software
LEGO Jurassic World;XOne;2015.0;Action;Warner Bros. Interactive Entertainment;0.38;0.22;0.0;0.06;0.65;70.0;17.0;6.7;44.0;TT Games
Kung Fu Panda;PS2;2008.0;Action;Activision;0.24;0.0;0.0;0.41;0.65;73.0;6.0;8.6;5.0;Xpec
Freedom Wars;PSV;2014.0;Role-Playing;Sony Computer Entertainment;0.15;0.1;0.32;0.08;0.65;73.0;39.0;8.3;265.0;Dimps Corporation, SCE Japan Studio
Shaun White Snowboarding;PS3;2008.0;Sports;Ubisoft;0.31;0.23;0.01;0.1;0.65;63.0;30.0;6.3;26.0;Ubisoft Montreal
Radiata Stories;PS2;2005.0;Role-Playing;Square Enix;0.18;0.14;0.29;0.05;0.65;74.0;36.0;9.0;54.0;Tri-Ace
F-Zero GX;GC;2003.0;Racing;Nintendo;0.41;0.11;0.12;0.02;0.65;89.0;50.0;8.5;161.0;Amusement Vision
Disney's Chicken Little;PS2;2005.0;Platform;Disney Interactive Studios;0.32;0.25;0.0;0.08;0.65;60.0;20.0;8.9;7.0;Avalanche Software
Scene It? Box Office Smash;X360;2008.0;Misc;Microsoft Game Studios;0.33;0.25;0.0;0.07;0.65;76.0;32.0;7.4;25.0;Krome Studios, Screenlife Games
Yoshi Topsy-Turvy;GBA;2004.0;Platform;Nintendo;0.25;0.09;0.3;0.01;0.65;60.0;23.0;6.6;5.0;Artoon
Monster Jam: Maximum Destruction;PS2;2002.0;Racing;Ubisoft;0.32;0.25;0.0;0.08;0.65;47.0;11.0;6.0;6.0;Ubisoft
Tiger Woods PGA Tour 09;PS3;2008.0;Sports;Electronic Arts;0.34;0.22;0.0;0.1;0.65;82.0;34.0;7.2;9.0;EA Tiburon
Mortal Kombat;PSV;2012.0;Fighting;Warner Bros. Interactive Entertainment;0.42;0.13;0.0;0.1;0.65;85.0;51.0;7.8;192.0;NetherRealm Studios
Tiger Woods PGA Tour 09;X360;2008.0;Sports;Electronic Arts;0.35;0.23;0.0;0.07;0.65;84.0;41.0;7.8;29.0;EA Tiburon
Advance Wars 2: Black Hole Rising;GBA;2003.0;Strategy;Nintendo;0.47;0.17;0.0;0.01;0.65;89.0;34.0;9.4;97.0;Intelligent Systems
Wario: Master of Disguise;DS;2007.0;Platform;Nintendo;0.28;0.02;0.33;0.03;0.65;60.0;35.0;7.4;19.0;Suzak
The Last Story;Wii;2011.0;Role-Playing;Nintendo;0.3;0.13;0.18;0.04;0.65;80.0;61.0;8.4;179.0;Mistwalker, Artoon
Drakengard;PS2;2003.0;Role-Playing;Square Enix;0.19;0.15;0.26;0.05;0.65;63.0;55.0;9.1;88.0;Cavia Inc.
Champions: Return to Arms;PS2;2005.0;Role-Playing;Sony Online Entertainment;0.32;0.25;0.0;0.08;0.65;77.0;48.0;8.8;43.0;Snowblind Studios
Harry Potter and the Goblet of Fire;PS2;2005.0;Action;Electronic Arts;0.54;0.02;0.0;0.09;0.65;68.0;29.0;6.7;48.0;Electronic Arts
Tiger Woods PGA Tour 10;X360;2009.0;Sports;Electronic Arts;0.39;0.2;0.0;0.06;0.65;80.0;51.0;6.9;20.0;EA Tiburon
007: Quantum of Solace;Wii;2008.0;Action;Activision;0.29;0.28;0.01;0.07;0.65;54.0;11.0;7.5;26.0;Treyarch
Farming Simulator 17;PC;2016.0;Simulation;Focus Home Interactive;0.03;0.58;0.0;0.04;0.65;64.0;5.0;8.0;20.0;Giants Software
Borderlands 2;PSV;2014.0;Shooter;Take-Two Interactive;0.32;0.16;0.01;0.15;0.64;64.0;31.0;7.6;358.0;Iron Galaxy Studios
Crash Bandicoot Purple: Ripto's Rampage;GBA;2004.0;Platform;Vivendi Games;0.46;0.17;0.0;0.01;0.64;67.0;23.0;6.6;12.0;Vicarious Visions
Assassin's Creed IV: Black Flag;PC;2013.0;Action;Ubisoft;0.22;0.38;0.0;0.05;0.64;84.0;10.0;7.7;1470.0;Ubisoft
Need For Speed: Undercover;Wii;2008.0;Racing;Electronic Arts;0.27;0.31;0.0;0.07;0.64;54.0;12.0;6.2;29.0;Exient Entertainment
Spyro: A Hero's Tail;PS2;2004.0;Platform;Vivendi Games;0.32;0.25;0.0;0.08;0.64;60.0;16.0;8.0;44.0;Eurocom Entertainment Software
Crash: Twinsanity;PS2;2004.0;Platform;Vivendi Games;0.32;0.25;0.0;0.08;0.64;64.0;38.0;8.0;129.0;Traveller's Tales
The LEGO Movie Videogame;WiiU;2014.0;Action;Warner Bros. Interactive Entertainment;0.33;0.23;0.03;0.05;0.64;68.0;5.0;7.7;25.0;TT Games
Max Payne 2: The Fall of Max Payne;XB;2003.0;Shooter;Take-Two Interactive;0.47;0.15;0.0;0.02;0.64;84.0;34.0;8.4;49.0;Remedy Entertainment
Drawn to Life: The Next Chapter;DS;2009.0;Puzzle;THQ;0.44;0.14;0.0;0.06;0.64;72.0;21.0;7.7;22.0;5TH Cell
GoldenEye: Rogue Agent;PS2;2004.0;Shooter;Electronic Arts;0.54;0.02;0.0;0.09;0.64;60.0;38.0;7.0;32.0;EA LA
WWE 2K15;X360;2014.0;Sports;Take-Two Interactive;0.38;0.2;0.0;0.06;0.64;50.0;5.0;4.0;65.0;Yuke's
Star Ocean: First Departure;PSP;2007.0;Role-Playing;Square Enix;0.2;0.13;0.22;0.09;0.64;74.0;32.0;7.4;28.0;TOSE
James Bond 007: Everything or Nothing;XB;2004.0;Shooter;Electronic Arts;0.43;0.19;0.0;0.02;0.64;83.0;51.0;7.4;27.0;EA Redwood Shores
X2: Wolverine's Revenge;PS2;2003.0;Platform;Activision;0.31;0.24;0.0;0.08;0.64;58.0;24.0;7.2;13.0;GenePool
NBA Live 06;XB;2005.0;Sports;Electronic Arts;0.57;0.04;0.0;0.03;0.64;79.0;30.0;6.4;15.0;EA Canada
Rayman 3D;3DS;2011.0;Platform;Ubisoft;0.23;0.35;0.0;0.06;0.64;61.0;39.0;6.6;48.0;Ubisoft Casablanca
Football Manager 2014;PC;2013.0;Sports;Sega;0.0;0.6;0.0;0.03;0.64;85.0;41.0;5.5;275.0;Sports Interactive
TimeSplitters 2;XB;2002.0;Shooter;Eidos Interactive;0.29;0.33;0.0;0.01;0.64;88.0;20.0;7.7;34.0;Free Radical Design
Onimusha: Dawn of Dreams;PS2;2006.0;Action;Capcom;0.15;0.12;0.34;0.04;0.64;81.0;45.0;8.9;62.0;Capcom
Sengoku Basara: Samurai Heroes;PS3;2010.0;Action;Capcom;0.17;0.04;0.4;0.02;0.64;61.0;37.0;7.9;29.0;Capcom
Stuntman: Ignition;X360;2007.0;Racing;THQ;0.25;0.31;0.0;0.07;0.64;75.0;38.0;7.3;31.0;Paradigm Entertainment
Real Heroes: Firefighter;Wii;2009.0;Action;Rondomedia;0.56;0.04;0.0;0.05;0.64;67.0;18.0;8.2;10.0;Epicenter Studios
Dishonored 2;PS4;2016.0;Action;Bethesda Softworks;0.22;0.32;0.0;0.1;0.64;88.0;56.0;7.7;569.0;Arkane Studios
The Crew;XOne;2014.0;Racing;Ubisoft;0.25;0.34;0.0;0.05;0.64;64.0;18.0;5.9;176.0;Ubisoft Reflections, Ivory Tower
Dragon Ball: Raging Blast 2;X360;2010.0;Fighting;Namco Bandai Games;0.49;0.09;0.01;0.05;0.64;57.0;33.0;7.4;30.0;Spike
NHL 13;PS3;2012.0;Sports;Electronic Arts;0.33;0.21;0.0;0.09;0.64;84.0;22.0;6.8;60.0;Electronic Arts
Dead or Alive 5;PS3;2012.0;Fighting;Tecmo Koei;0.23;0.14;0.2;0.07;0.64;74.0;34.0;7.7;109.0;Team Ninja
Evolve;XOne;2015.0;Shooter;Take-Two Interactive;0.37;0.2;0.0;0.06;0.64;74.0;31.0;5.1;336.0;Turtle Rock Studios
Lemony Snicket's A Series of Unfortunate Events;PS2;2004.0;Platform;Activision;0.31;0.24;0.0;0.08;0.64;63.0;25.0;5.7;12.0;Adrenium
Lost Planet: Extreme Condition;PS3;2008.0;Shooter;Capcom;0.31;0.17;0.07;0.08;0.64;67.0;34.0;7.0;36.0;Capcom
X-Men Legends II: Rise of Apocalypse;PS2;2005.0;Role-Playing;Activision;0.53;0.02;0.0;0.09;0.63;82.0;44.0;7.3;41.0;Raven Software
LEGO Star Wars II: The Original Trilogy;X360;2006.0;Action;LucasArts;0.55;0.03;0.0;0.05;0.63;81.0;50.0;8.0;45.0;Traveller's Tales
Rock Band 3;Wii;2010.0;Misc;MTV Games;0.53;0.06;0.0;0.04;0.63;91.0;10.0;6.9;36.0;Backbone Entertainment
Dragon Age II;PC;2011.0;Action;Electronic Arts;0.23;0.33;0.0;0.08;0.63;82.0;45.0;4.5;4533.0;BioWare
Tony Hawk's Pro Skater 2x;XB;2001.0;Sports;Activision;0.41;0.19;0.0;0.03;0.63;78.0;24.0;8.8;5.0;Treyarch
